num__person_age,num__person_income,num__person_emp_length,num__loan_amnt,num__loan_int_rate,num__loan_percent_income,num__cb_person_cred_hist_length,num__high_debt_burden,num__credit_hist_ratio,num__interest_to_income,cat__person_home_ownership_MORTGAGE,cat__person_home_ownership_OTHER,cat__person_home_ownership_OWN,cat__person_home_ownership_RENT,cat__loan_intent_DEBTCONSOLIDATION,cat__loan_intent_EDUCATION,cat__loan_intent_HOMEIMPROVEMENT,cat__loan_intent_MEDICAL,cat__loan_intent_PERSONAL,cat__loan_intent_VENTURE,cat__loan_grade_A,cat__loan_grade_B,cat__loan_grade_C,cat__loan_grade_D,cat__loan_grade_E,cat__loan_grade_F,cat__loan_grade_G,cat__cb_person_default_on_file_N,cat__cb_person_default_on_file_Y,cat__income_bracket_100k+,cat__income_bracket_30k-60k,cat__income_bracket_60k-100k,cat__income_bracket_<30k,cat__age_bracket_26-35,cat__age_bracket_36-50,cat__age_bracket_50+,cat__age_bracket_<=25,cat__loan_amount_bracket_10k-20k,cat__loan_amount_bracket_20k+,cat__loan_amount_bracket_5k-10k,cat__loan_amount_bracket_<5k
1.8221987175328493,0.7211014088440855,2.6429564165210415,0.1045755608644735,-0.3368144938575331,-0.4779779880025428,2.6460360104399885,0.0,2.56152094041147,-0.5392213201528626,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.46017312487013873,-0.38874589045930363,0.6229720103322893,-0.15515365182374918,1.515130629139697,0.010494037813063588,-0.45760274530418943,0.0,-0.3702232419421492,0.6496410526387288,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2699754713365564,0.8796510230302839,-0.9930155146187128,1.8361036454526247,-0.01248084709794805,0.4989660636286697,-0.7274843762384657,0.0,-0.8502371572614276,-0.2519794045790553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.4878905049003874,0.8388086424159191,-0.7236842604602124,1.1434924116173644,-0.025454192968331752,0.10818844297618464,2.51109519497285,0.0,1.8458051249690484,0.09111510568965885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.4418034104656847,-0.7375550416689401,-0.7236842604602124,0.1045755608644735,0.6913231663703514,0.8897436842811548,0.08216051656436317,0.0,-0.24752910215201981,1.2081669995877986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.11041983573060828,-1.3273596064415984,1.9696282811247912,-0.5880356729707871,-1.6211757350254896,1.1828268997705182,0.6219237784329158,0.0,0.9826410889016465,-0.06846373629578953,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.11041983573060828,-0.07164666208690675,-0.18502175214321173,-0.7958190431213652,-0.01248084709794805,-0.8687556086550278,0.8918054093671921,0.0,1.366867474033894,-0.2519794045790553,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.202594024600014,-0.756580995371284,0.08430950201528861,-1.0209176941178248,0.636186446421222,-0.7710612034919065,2.51109519497285,0.0,2.0470665648002253,-0.5392213201528626,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.30061748926419063,-1.2132038842275354,0.353640756173789,-0.7611884814296022,-0.0935642587878443,0.40127165846554835,1.1616870403014683,0.0,1.6187133399188964,0.3065465423700144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0123963710664317,-1.3806322768081611,-1.2623467687772132,-0.5880356729707871,1.609187386699977,1.4759101152598821,1.701450302170021,0.0,1.3065966685229533,2.604481866960473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
