timestamp,machine_id,temperature_C,vibration_level,machine_runtime_hours,inventory_level_units,pending_orders,supplier_id,supplier_lead_time_days,supplier_quality_score,supplier_reliability_index,fuel_price_index,port_delay_days,market_demand_index,weather_disruption_score,risk_probability,risk_label
2025-07-07 06:51:39.994428,MCH_145,68.23700364376009,20.051775037095503,66.94583215297223,781,223,SUP_120,5.237469148610309,88.0033648598036,0.9519103898096808,1.1680830011083843,3.7799886274470813,0.44307663245823325,3.0196848435586565,1.0,High
2025-07-07 05:51:39.994444,MCH_220,71.78004492273776,29.018332170170403,61.91459654528042,519,548,SUP_144,3.240668672785546,70.52610965492018,0.8998226840204148,1.023400848583736,0.370571356038521,0.4418206382530958,4.427951509550423,0.29163377024139964,Low
2025-07-07 04:51:39.994450,MCH_55,72.12333147187682,22.821169705562873,117.64705569325525,1042,206,SUP_105,6.29912190252198,74.03291294333094,0.982689656298287,1.00399782115912,2.520105063817213,0.6561491958533481,3.8460115579323304,0.9307184665428201,High
2025-07-07 03:51:39.994452,MCH_136,68.63321912227357,56.454199315477226,148.37125262108165,1146,407,SUP_135,2.079148630507182,87.7111064996439,0.7847131249798571,1.4400167810913969,2.78373497894843,0.9138443414273585,8.00773592492417,1.0,High
2025-07-07 02:51:39.994454,MCH_167,66.34574618767336,55.814201344952174,198.3964441088511,1164,417,SUP_126,6.41797462998769,91.29648240514823,0.7215625578062198,1.1975367638672303,1.6609271641310885,0.8702636064068835,1.1380969952392295,0.7175139914064168,Medium
2025-07-07 01:51:39.994456,MCH_203,70.98090911216856,31.80276252705456,123.79323372684777,1435,546,SUP_110,2.0226252947525127,88.6117189753419,0.849551414000553,1.1391995255730598,0.6388711475866737,0.4260665670604138,9.000542325772432,0.5077623353926168,Medium
2025-07-07 00:51:39.994458,MCH_112,70.43002810112898,21.244737173658045,186.68439590990334,1417,290,SUP_104,5.0031316691923164,70.42626270649767,0.9913371246914312,1.2462633906920997,0.5418343828856342,0.7487225220063571,0.45386038563843045,0.18607458778038605,Low
2025-07-06 23:51:39.994461,MCH_157,61.61552036758771,45.54956474361842,101.84907173304956,755,422,SUP_109,3.2555718459370357,70.92589035681061,0.9988735509588123,0.9636988825401082,2.357249022504128,0.4457044914726185,3.8659246549336936,0.8490458313028989,High
2025-07-06 22:51:39.994463,MCH_202,73.77654753645771,22.19474742802831,88.60033052262654,1250,541,SUP_121,4.756098155558132,94.22470532879335,0.8136083880942223,1.3581274365483513,0.3991170845916292,0.4082330621893661,2.976666359487089,0.2857890643782787,Low
2025-07-06 21:51:39.994466,MCH_240,68.15577377871271,44.21158847744569,199.02426083144084,1189,208,SUP_111,2.7996085935616346,71.43221678339171,0.7377474053718568,1.013888140418123,4.828041750778509,0.5777571565653686,8.707676509425937,1.0,High
2025-07-06 20:51:39.994469,MCH_244,69.98698448429073,41.93718116323505,52.254047860867644,647,536,SUP_117,5.010720065477156,86.286426000108,0.7884826411888386,0.9851901085633961,4.522101267403084,0.4979507478758614,8.891999323379288,1.0,High
2025-07-06 19:51:39.994472,MCH_101,68.69548762280465,49.32143575635703,70.00220711019695,1497,534,SUP_150,3.195277170665276,93.08377112560034,0.7975217128677834,1.3461722375452827,4.034732777282377,0.8803913602699329,7.753132062062706,1.0,High
2025-07-06 18:51:39.994476,MCH_232,69.25390652715316,53.8845706213733,99.89023631596442,393,100,SUP_102,3.139086139876879,82.67740608364787,0.8619012063340792,0.9253069280082442,1.389466001062663,0.4393249382436228,0.4959732015241958,0.5735411653236677,Medium
2025-07-06 17:51:39.994479,MCH_155,73.07706200111838,48.54935705927607,56.99829325457276,993,286,SUP_126,2.743213489830172,88.81933175757649,0.9920465329535206,1.3492396813509648,1.0746355899621152,0.571088207699262,7.835402406075435,0.4937431303823769,Low
2025-07-06 16:51:39.994482,MCH_78,68.40783401900042,51.75834968354055,189.49188866192782,997,384,SUP_129,6.097864638885496,92.08616719567573,0.931810889002454,1.140750722207379,4.621378939432052,0.47922758181626396,4.655070993325942,1.0,High
2025-07-06 15:51:39.994485,MCH_95,69.46842437982313,35.30924103613899,131.37012935770542,542,506,SUP_127,4.928037888008221,86.54996609517478,0.9849784195780573,1.0419142208904377,0.10221254441063088,0.6224339387460696,2.581162023356761,0.17350953696116028,Low
2025-07-06 14:51:39.994487,MCH_91,71.81817470259381,42.0417094513935,114.63000159697778,1442,433,SUP_103,6.782663549524264,71.30201514618814,0.9068666640698044,1.2768857884207776,3.331435685135668,0.8753590022863511,6.833243156592213,1.0,High
2025-07-06 13:51:39.994490,MCH_204,61.064564208944354,54.92745096975453,160.87042343783503,346,308,SUP_109,3.648251805742764,79.06398649010409,0.8457456437337006,1.1481537451234463,3.993823204357585,0.982269003060899,9.847418473613823,1.0,High
2025-07-06 12:51:39.994493,MCH_164,60.36253302692224,36.873178630969846,122.57676148408801,1080,445,SUP_131,5.690651764739222,94.69666298737886,0.9511045107241697,1.1047664009886027,4.653041837847561,0.5765212188724977,2.8091532050128745,1.0,High
2025-07-06 11:51:39.994496,MCH_221,70.99950269131374,32.28159560917591,89.22959588411642,338,339,SUP_115,4.206208564320437,71.41834668750911,0.7968404399226342,1.2288200545534902,2.8461429107481777,0.4936946527537099,9.568346243146626,1.0,High
2025-07-06 10:51:39.994499,MCH_80,72.06559564648894,21.9600183451062,171.40751150819946,336,203,SUP_149,3.4460843790574502,89.9572104638623,0.9155632373947802,1.3496234991395868,3.7670011936438956,0.8905940042020959,6.408083915948563,1.0,High
